id,survival,socialization,self_realization,aggregated,Huffman,LZW,LZ_survival,LZ_socialization,LZ_self_realization
498117,0.1743119266055046,0.1926605504587156,0.5871559633027523,0.3706997260595882,0.8907185628742516,0.49700598802395207,39,34,35
3483687,0.8211382113821138,0.96,0.4146341463414634,0.7676347737268748,0.17215568862275454,0.24550898203592814,16,10,16
224763,0.9478260869565216,0.5229357798165137,0.2201834862385321,0.6377870304262416,0.7065868263473055,0.46407185628742514,24,37,42
3126372,0.325,0.0275229357798165,0.3119266055045872,0.2605639519807976,0.6796407185628743,0.4161676646706587,19,32,34
2472046,0.8632478632478633,0.7064220183486238,0.1009174311926605,0.6466357215950546,0.7305389221556887,0.4281437125748503,22,34,42
208625,0.975609756097561,1.0,0.0642201834862385,0.8074525018351953,0.44311377245509,0.38023952095808383,16,17,46
2726370,1.0,0.9908256880733946,0.7767857142857143,0.9282836473952852,0.4925149700598802,0.38023952095808383,18,40,27
1872621,0.4678899082568807,0.2385321100917431,0.0,0.3032152886390854,0.8308383233532936,0.48502994011976047,39,34,32
1575457,0.5803571428571429,0.2018348623853211,0.1651376146788991,0.3673427812099775,0.7964071856287426,0.46407185628742514,27,41,38
1421807,0.968,0.1834862385321101,0.3027522935779816,0.5950770681173407,0.468562874251497,0.38323353293413176,8,43,31
1592655,0.6146788990825688,0.0642201834862385,0.2678571428571428,0.3888880858395967,0.6811377245508983,0.4251497005988024,30,39,27
1597439,0.8916666666666667,0.963302752293578,0.1351351351351351,0.7618580667833998,0.4970059880239521,0.38622754491017963,19,35,28
1661558,0.4495412844036697,0.3934426229508196,0.110091743119266,0.3507157708842306,0.8637724550898204,0.4880239520958084,44,17,30
2622452,0.5826086956521739,0.6513761467889908,0.5625,0.6000361174838285,0.6017964071856288,0.3772455089820359,24,32,27
2239619,0.8849557522123894,0.5504587155963303,0.5596330275229358,0.6829691565618086,0.6901197604790419,0.44011976047904194,26,39,34
1220430,0.868421052631579,0.9385964912280702,0.4137931034482758,0.7759603148058412,0.411676646706587,0.3562874251497006,25,25,23
576313,0.8487394957983193,0.4403669724770642,0.3211009174311927,0.5823480063077273,0.5104790419161678,0.40119760479041916,20,34,31
3244444,0.9090909090909092,0.8623853211009175,0.3486238532110092,0.7509312693959326,0.7694610778443114,0.46706586826347307,29,31,41
2779746,0.8461538461538461,0.0825688073394495,0.128440366972477,0.496417454425349,0.6482035928143713,0.4281437125748503,22,38,33
2190618,1.0,0.8256880733944955,0.2300884955752212,0.7604168835452437,0.28742514970059885,0.32934131736526945,9,33,26
3486136,0.9396551724137931,0.5229357798165137,0.3302752293577982,0.649485796607246,0.5,0.40119760479041916,23,40,30
2486396,0.7478260869565218,0.5229357798165137,0.0642201834862385,0.5281508364447965,0.6841317365269461,0.44011976047904194,24,35,40
68705,0.9008264462809916,0.4036697247706422,0.2660550458715596,0.5902606261783473,0.752994011976048,0.4431137724550898,18,37,40
3455116,0.9098360655737704,0.055045871559633,0.2477064220183486,0.5453409287481394,0.6976047904191616,0.46107784431137727,17,46,41
3416480,0.5779816513761468,0.0642201834862385,0.146788990825688,0.34628217257131394,0.8607784431137724,0.48502994011976047,30,40,38
2525348,1.0,0.9646017699115044,0.4745762711864407,0.8476790296037042,0.528443113772455,0.3712574850299401,21,26,21
621304,0.5596330275229358,0.3119266055045872,0.1743119266055046,0.3833501360692877,0.8023952095808385,0.4880239520958084,32,36,32
1778403,0.8442622950819673,0.1376146788990825,0.036697247706422,0.494322199493001,0.6901197604790419,0.4431137724550898,17,42,41
142807,0.3771929824561403,0.3859649122807017,0.943089430894309,0.627338593900338,0.3368263473053892,0.3323353293413174,25,25,16
